Client Name;AL HUDAYRIYAT ISLAND PDA ENABLING WORKS;C2;C3
Job Number;HUDAYRIYAT;;convert_nmdc_to_csv_00
Sounding Number;PRE-HUD-L15c;;
Cone Number;S15CFIIP.S19528;;
Location;HUDAYRIYAT;;
Operator;SHANAVAS;;
Date:;2022-06-21 00:00:00;;
Start Time;22:57:00;;
Time at penetration;23:00:56;;
Total time taken;00:03:56;;
Assumed GWL:;0;;
Reference level;;;
groundlvl;1.99;;
Pre-Drill:;0;;
Penetration Depth;4.6;;
Remarks;;;
Easting;234357.541;;
Northing;2702004.573;;
aratio;0.8;;
Beta Factor;1;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.0;-0.0004;0.0;0.0
0.01;0.9478000000000001;0.0;0.00030000000000000003
0.02;1.6537000000000002;0.0005;0.0004
0.03;2.2302;0.001;0.0004
0.04;3.0865;0.0019;0.0004
0.05;3.7840000000000003;0.0039000000000000003;0.0004
0.06;4.3688;0.0077;0.0004
0.07;4.2769;0.0155;0.0004
0.08;4.6529;0.0309;0.0005
0.09;5.0288;0.0439;0.0007
0.1;5.3003;0.0449;0.0006000000000000001
0.11;5.3546000000000005;0.0459;0.0007
0.12;5.4006;0.0543;0.0008
0.13;5.4591;0.0557;0.001
0.14;5.705500000000001;0.057100000000000005;0.0012000000000000001
0.15;5.935300000000001;0.0596;0.0013000000000000002
0.16;5.9937000000000005;0.07440000000000001;0.0013000000000000002
0.17;6.119000000000001;0.0748;0.0013000000000000002
0.18;6.119000000000001;0.0747;0.0013000000000000002
0.19;6.1347000000000005;0.0746;0.0013000000000000002
0.2;6.1504;0.07440000000000001;0.0014
0.21;6.1817;0.07150000000000001;0.0014
0.22;6.3363000000000005;0.06570000000000001;0.0015
0.23;6.4741;0.0655;0.0014
0.24;6.3613;0.0658;0.0015
0.25;6.708;0.0661;0.0015
0.26;7.731400000000001;0.0668;0.0018000000000000002
0.27;10.8901;0.0737;0.0018000000000000002
0.28;12.550600000000001;0.0748;0.0018000000000000002
0.29;13.6866;0.0758;0.0018000000000000002
0.3;14.8976;0.0758;0.0019
0.31;17.061600000000002;0.08610000000000001;0.002
0.32;19.0549;0.0965;0.0022
0.33;21.297;0.0983;0.0021000000000000003
0.34;21.4681;0.10540000000000001;0.0018000000000000002
0.35;23.0993;0.10550000000000001;0.0015
0.36;22.0855;0.1056;0.0006000000000000001
0.37;22.143900000000002;0.1057;-0.0014
0.38;22.2023;0.1058;-0.0031000000000000003
0.39;23.887800000000002;0.10600000000000001;-0.0053
0.4;23.8169;0.10640000000000001;-0.006900000000000001
0.41;24.9933;0.1073;-0.0076
0.42;25.3104;0.11080000000000001;-0.010400000000000001
0.43;26.1948;0.1285;-0.012400000000000001
0.44;26.995800000000003;0.1223;-0.0137
0.45;27.7676;0.1462;-0.0137
0.46;28.3016;0.1525;-0.0137
0.47;28.593700000000002;0.1587;-0.0137
0.48;29.040100000000002;0.1723;-0.0137
0.49;29.5115;0.18580000000000002;-0.0135
0.5;30.2374;0.23170000000000002;-0.013300000000000001
0.51;31.526500000000002;0.232;-0.013300000000000001
0.52;32.7697;0.232;-0.0134
0.53;33.1786;0.232;-0.0135
0.54;33.3997;0.232;-0.0135
0.55;32.9324;0.22130000000000002;-0.013600000000000001
0.56;32.9324;0.20140000000000002;-0.0135
0.57;31.589100000000002;0.19140000000000001;-0.0135
0.58;29.9704;0.1879;-0.0135
0.59;29.8148;0.1844;-0.0135
0.6;29.8428;0.18380000000000002;-0.0128
0.61;29.870800000000003;0.1832;-0.0122
0.62;29.9536;0.1837;-0.0117
0.63;30.1289;0.1792;-0.0117
0.64;31.209400000000002;0.1787;-0.0114
0.65;32.060500000000005;0.17850000000000002;-0.011300000000000001
0.66;32.874;0.1784;-0.0111
0.67;33.3538;0.1792;-0.0109
0.68;33.3538;0.18000000000000002;-0.010700000000000001
0.69;33.8502;0.18050000000000002;-0.0108
0.7;34.305;0.1809;-0.0111
0.71;34.6637;0.18100000000000002;-0.0111
0.72;35.0225;0.18100000000000002;-0.0112
0.73;35.3855;0.1814;-0.0112
0.74;35.4564;0.1841;-0.0112
0.75;36.562000000000005;0.1966;-0.0111
0.76;38.839800000000004;0.2182;-0.0111
0.77;40.2428;0.2398;-0.0077
0.78;40.9891;0.2523;-0.006
0.79;40.9136;0.2584;-0.0056
0.8;40.4902;0.2614;-0.006
0.81;38.8356;0.26280000000000003;-0.0078000000000000005
0.82;36.1781;0.2631;-0.0114
0.83;35.356300000000005;0.263;-0.0152
0.84;33.8085;0.2629;-0.0182
0.85;32.4735;0.2627;-0.0211
0.86;31.017500000000002;0.2622;-0.0246
0.87;29.5699;0.2622;-0.027200000000000002
0.88;28.6354;0.2378;-0.027200000000000002
0.89;27.5757;0.223;-0.0281
0.9;26.2407;0.2073;-0.028900000000000002
0.91;26.2407;0.19140000000000001;-0.029300000000000003
0.92;24.188200000000002;0.18050000000000002;-0.0304
0.93;22.586100000000002;0.1709;-0.0307
0.94;21.113500000000002;0.16820000000000002;-0.0307
0.95;19.8706;0.0918;-0.0307
0.96;19.2006;0.09090000000000001;-0.0307
0.97;19.2006;0.08990000000000001;-0.030600000000000002
0.98;18.6221;0.09050000000000001;-0.029900000000000003
0.99;18.172700000000003;0.0862;-0.0284
1.0;17.7191;0.0853;-0.0251
1.01;17.0491;0.0849;-0.0189
1.02;16.6579;0.0852;-0.0143
1.03;16.3125;0.08560000000000001;-0.0098
1.04;15.879700000000001;0.08650000000000001;-0.0098
1.05;15.109900000000001;0.0884;-0.0007
1.06;14.34;0.0893;-0.0008
1.07;14.177700000000002;0.08990000000000001;-0.0006000000000000001
1.08;14.082;0.09000000000000001;-0.0005
1.09;13.9696;0.09000000000000001;-0.0006000000000000001
1.1;13.790700000000001;0.09000000000000001;-0.0005
1.11;13.628400000000001;0.08990000000000001;-0.0005
1.12;13.607600000000001;0.0891;-0.0005
1.13;13.474400000000001;0.08800000000000001;-0.0006000000000000001
1.14;13.4619;0.0864;-0.0007
1.15;13.420300000000001;0.08510000000000001;-0.0007
1.16;13.3579;0.0821;-0.0008
1.17;13.312100000000001;0.07930000000000001;-0.0008
1.18;13.2955;0.0753;-0.0009000000000000001
1.19;13.2039;0.0737;-0.0012000000000000001
1.2;13.1373;0.0713;-0.0012000000000000001
1.21;12.9875;0.0713;-0.0014
1.22;12.9168;0.0712;-0.0021000000000000003
1.23;12.717;0.0712;-0.0025
1.24;12.6379;0.0712;-0.0031000000000000003
1.25;12.509;0.0712;-0.0034000000000000002
1.26;12.288400000000001;0.0709;-0.0041
1.27;12.1302;0.0682;-0.004200000000000001
1.28;11.818100000000001;0.0666;-0.0044
1.29;11.6309;0.0649;-0.0045000000000000005
1.3;11.2605;0.0636;-0.0048000000000000004
1.31;11.0441;0.062400000000000004;-0.005
1.32;10.5655;0.0599;-0.005200000000000001
1.33;10.3034;0.0557;-0.0053
1.34;9.8659;0.054;-0.0053
1.35;9.6821;0.0512;-0.0053
1.36;9.260200000000001;0.0509;-0.0053
1.37;8.963700000000001;0.050800000000000005;-0.0051
1.38;8.4123;0.0507;-0.004200000000000001
1.39;8.1324;0.0507;-0.0031000000000000003
1.4;7.514200000000001;0.0506;-0.003
1.41;7.205100000000001;0.0506;-0.0025
1.42;6.9378;0.0506;-0.0025
